Unnamed: 0,vehicle_name,engine_size(l),cylinders,fuel_type,fuel_consumption_comb_(mpg),co2_emissions(g/km)
460,GMC_SIERRA_4WD,5.3,8,X,22,299
461,GMC_SIERRA_4WD,5.3,8,E,16,277
462,GMC_SIERRA_4WD,6.2,8,Z,20,329
463,GMC_TERRAIN,2.4,4,X,31,209
464,GMC_TERRAIN,3.6,6,X,24,276
465,GMC_TERRAIN,3.6,6,E,17,259
466,GMC_TERRAIN_AWD,2.4,4,X,28,230
467,GMC_TERRAIN_AWD,3.6,6,X,22,290
468,GMC_TERRAIN_AWD,3.6,6,E,17,272
469,GMC_YUKON,5.3,8,X,20,317
470,GMC_YUKON,5.3,8,E,15,294
471,GMC_YUKON_4WD,5.3,8,X,20,317
472,GMC_YUKON_4WD,5.3,8,E,15,294
473,GMC_YUKON_DENALI_AWD,6.2,8,Z,19,338
474,GMC_YUKON_DENALI_AWD,6.2,8,E,14,322
475,GMC_YUKON_DENALI_XL_AWD,6.2,8,Z,17,377
476,GMC_YUKON_DENALI_XL_AWD,6.2,8,E,13,354
477,GMC_YUKON_XL,5.3,8,X,20,317
478,GMC_YUKON_XL,5.3,8,E,15,294
479,GMC_YUKON_XL_4WD,5.3,8,X,20,317
480,GMC_YUKON_XL_4WD,5.3,8,E,15,294
481,HONDA_ACCORD,2.4,4,X,36,182
482,HONDA_ACCORD,2.4,4,X,35,186
483,HONDA_ACCORD,2.4,4,X,32,200
484,HONDA_ACCORD,3.5,6,X,31,209
485,HONDA_ACCORD,3.5,6,X,29,221
486,HONDA_ACCORD,3.5,6,X,26,251
487,HONDA_ACCORD_HYBRID,2.0,4,X,59,110
488,HONDA_CIVIC,1.8,4,X,40,161
489,HONDA_CIVIC,1.8,4,X,39,166
490,HONDA_CIVIC,1.8,4,X,37,175
491,HONDA_CROSSTOUR_AWD,3.5,6,X,26,246
492,HONDA_CR-V,2.4,4,X,31,209
493,HONDA_CR-V_AWD,2.4,4,X,30,216
494,HONDA_CR-Z,1.5,4,X,45,145
495,HONDA_CR-Z,1.5,4,X,41,159
496,HONDA_FIT,1.5,4,X,38,172
497,HONDA_FIT,1.5,4,X,37,177
498,HONDA_ODYSSEY,3.5,6,X,27,244
499,HONDA_PILOT,3.5,6,X,25,265
500,HONDA_PILOT_AWD,3.5,6,X,24,276
501,HONDA_RIDGELINE_AWD,3.5,6,X,21,308
502,HYUNDAI_ACCENT,1.6,4,X,37,177
503,HYUNDAI_ACCENT,1.6,4,X,37,177
504,HYUNDAI_ELANTRA_GT,2.0,4,X,33,198
505,HYUNDAI_ELANTRA_GT,2.0,4,X,33,196
506,HYUNDAI_EQUUS,5.0,8,Z,21,304
507,HYUNDAI_GENESIS,3.8,6,X,25,255
508,HYUNDAI_SANTA_FE,3.3,6,X,25,258
509,HYUNDAI_SANTA_FE_4WD,3.3,6,X,24,267
510,HYUNDAI_SANTA_FE_SPORT,2.4,4,X,27,237
511,HYUNDAI_SANTA_FE_SPORT_4WD,2.0,4,X,25,264
512,HYUNDAI_SANTA_FE_SPORT_4WD,2.4,4,X,25,255
513,HYUNDAI_SONATA,2.0,4,X,29,221
514,HYUNDAI_SONATA,2.4,4,X,33,196
515,HYUNDAI_SONATA_HYBRID,2.4,4,X,46,143
516,HYUNDAI_SONATA_HYBRID_LIMITED,2.4,4,X,45,145
517,HYUNDAI_TUCSON,2.0,4,X,30,214
518,HYUNDAI_TUCSON,2.0,4,X,28,232
519,HYUNDAI_TUCSON,2.4,4,X,28,230
520,HYUNDAI_TUCSON_4WD,2.0,4,X,27,242
521,HYUNDAI_TUCSON_4WD,2.4,4,X,27,244
522,HYUNDAI_VELOSTER,1.6,4,X,37,177
523,HYUNDAI_VELOSTER,1.6,4,X,35,184
524,HYUNDAI_VELOSTER_TURBO,1.6,4,X,32,202
525,HYUNDAI_VELOSTER_TURBO,1.6,4,X,33,196
526,INFINITI_Q50,3.7,6,Z,28,235
527,INFINITI_Q50_AWD,3.7,6,Z,26,248
528,INFINITI_Q50_HYBRID,3.5,6,Z,38,172
529,INFINITI_Q50_HYBRID_AWD,3.5,6,Z,34,189
530,INFINITI_Q60_AWD_COUPE,3.7,6,Z,25,265
531,INFINITI_Q60_CONVERTIBLE,3.7,6,Z,24,269
532,INFINITI_Q60_CONVERTIBLE,3.7,6,Z,23,283
533,INFINITI_Q60_COUPE,3.7,6,Z,25,255
534,INFINITI_Q60_COUPE,3.7,6,Z,24,267
535,INFINITI_Q70,3.7,6,Z,26,253
536,INFINITI_Q70,5.6,8,Z,23,283
537,INFINITI_Q70_AWD,3.7,6,Z,24,267
538,INFINITI_Q70_AWD,5.6,8,Z,22,294
539,INFINITI_Q70_HYBRID,3.5,6,Z,37,175
540,INFINITI_QX50_AWD,3.7,6,Z,24,271
541,INFINITI_QX60,3.5,6,Z,27,244
542,INFINITI_QX60_AWD,3.5,6,Z,26,253
543,INFINITI_QX60_HYBRID_AWD,2.5,4,X,33,196
544,INFINITI_QX70_AWD,3.7,6,Z,22,294
545,INFINITI_QX70_AWD,5.0,8,Z,19,334
546,INFINITI_QX80_4WD,5.6,8,Z,19,345
547,JAGUAR_F-TYPE_CONVERTIBLE,3.0,6,Z,27,237
548,JAGUAR_F-TYPE_S_CONVERTIBLE,3.0,6,Z,27,244
549,JAGUAR_F-TYPE_V8_S_CONVERTIBLE,5.0,8,Z,22,294
550,JAGUAR_XF,2.0,4,Z,27,242
551,JAGUAR_XF_3.0L_AWD,3.0,6,Z,23,281
552,JAGUAR_XFR,5.0,8,Z,21,306
553,JAGUAR_XFR,5.0,8,E,16,290
554,JAGUAR_XFR-S,5.0,8,Z,21,306
555,JAGUAR_XJ_AWD,3.0,6,Z,23,285
556,JAGUAR_XJ_SUPERCHARGED,5.0,8,Z,21,306
557,JAGUAR_XJ_SUPERCHARGED,5.0,8,E,16,280
558,JAGUAR_XJL_AWD_PORTFOLIO,3.0,6,Z,23,285
559,JAGUAR_XJL_SUPERCHARGED,5.0,8,Z,21,306
560,JAGUAR_XJL_SUPERCHARGED,5.0,8,E,16,280
561,JAGUAR_XJR,5.0,8,Z,21,306
562,JAGUAR_XJR_LWB,5.0,8,Z,21,306
563,JAGUAR_XK_CONVERTIBLE,5.0,8,Z,22,301
564,JAGUAR_XK_COUPE,5.0,8,Z,22,290
565,JAGUAR_XKR_CONVERTIBLE,5.0,8,Z,21,315
566,JAGUAR_XKR_COUPE,5.0,8,Z,21,310
567,JAGUAR_XKR-S_CONVERTIBLE,5.0,8,Z,21,315
568,JAGUAR_XKR-S_COUPE,5.0,8,Z,21,310
569,JEEP_CHEROKEE,2.4,4,X,30,218
570,JEEP_CHEROKEE,3.2,6,X,27,242
571,JEEP_CHEROKEE_4X4,2.4,4,X,28,230
572,JEEP_CHEROKEE_4X4,3.2,6,X,26,248
573,JEEP_CHEROKEE_4X4_ACTIVE_DRIVE_II,2.4,4,X,28,232
574,JEEP_CHEROKEE_4X4_ACTIVE_DRIVE_II,3.2,6,X,26,253
575,JEEP_CHEROKEE_TRAILHAWK_4X4,2.4,4,X,26,251
576,JEEP_CHEROKEE_TRAILHAWK_4X4,3.2,6,X,24,267
577,JEEP_COMPASS,2.0,4,X,29,228
578,JEEP_COMPASS,2.0,4,X,29,225
579,JEEP_COMPASS,2.0,4,X,31,209
580,JEEP_COMPASS,2.4,4,X,29,225
581,JEEP_COMPASS,2.4,4,X,30,216
582,JEEP_COMPASS_4X4,2.4,4,X,28,235
583,JEEP_COMPASS_4X4,2.4,4,X,30,216
584,JEEP_COMPASS_4X4_TRAIL_RATED,2.4,4,X,25,255
585,JEEP_GRAND_CHEROKEE_4X4_(MDS),5.7,8,X,19,340
586,JEEP_GRAND_CHEROKEE_4X4_DIESEL,3.0,6,D,29,267
587,JEEP_GRAND_CHEROKEE_4X4_FFV,3.6,6,X,23,278
588,JEEP_GRAND_CHEROKEE_4X4_FFV,3.6,6,E,18,250
589,JEEP_GRAND_CHEROKEE_SRT_4X4_(MDS),6.4,8,Z,18,363
590,JEEP_PATRIOT,2.0,4,X,29,228
591,JEEP_PATRIOT,2.0,4,X,29,225
592,JEEP_PATRIOT,2.0,4,X,31,209
593,JEEP_PATRIOT,2.4,4,X,29,225
594,JEEP_PATRIOT,2.4,4,X,30,216
595,JEEP_PATRIOT_4X4,2.4,4,X,28,235
596,JEEP_PATRIOT_4X4,2.4,4,X,30,216
597,JEEP_PATRIOT_4X4_TRAIL_RATED,2.4,4,X,25,255
598,JEEP_WRANGLER_4X4_(2-DOOR),3.6,6,X,22,294
599,JEEP_WRANGLER_4X4_(2-DOOR),3.6,6,X,22,294
600,JEEP_WRANGLER_UNLIMITED_4X4_(4-DOOR),3.6,6,X,21,308
601,JEEP_WRANGLER_UNLIMITED_4X4_(4-DOOR),3.6,6,X,21,308
602,KIA_CADENZA,3.3,6,X,26,251
603,KIA_FORTE,1.8,4,X,34,191
604,KIA_FORTE,1.8,4,X,35,184
605,KIA_FORTE,2.0,4,X,34,193
606,KIA_FORTE,2.0,4,X,34,193
607,KIA_FORTE_5,1.6,4,X,29,223
608,KIA_FORTE_5,1.6,4,X,29,225
609,KIA_FORTE_5,2.0,4,X,34,193
610,KIA_FORTE_5,2.0,4,X,33,196
611,KIA_FORTE_KOUP,1.6,4,X,30,216
612,KIA_FORTE_KOUP,1.6,4,X,29,221
613,KIA_FORTE_KOUP,2.0,4,X,34,193
614,KIA_FORTE_KOUP,2.0,4,X,33,198
615,KIA_OPTIMA,2.0,4,X,29,228
616,KIA_OPTIMA,2.4,4,X,32,200
617,KIA_OPTIMA_HYBRID,2.4,4,X,46,143
618,KIA_OPTIMA_HYBRID_EX,2.4,4,X,44,147
619,KIA_RIO,1.6,4,X,37,175
620,KIA_RIO,1.6,4,X,37,177
621,KIA_RIO_ECO,1.6,4,X,37,175
622,KIA_RONDO,2.0,4,X,31,212
623,KIA_RONDO,2.0,4,X,30,214
624,KIA_SEDONA,3.5,6,X,24,276
625,KIA_SORENTO,2.4,4,X,27,237
626,KIA_SORENTO,3.3,6,X,25,262
627,KIA_SORENTO_4WD,2.4,4,X,26,253
628,KIA_SORENTO_4WD,3.3,6,X,24,271
629,KIA_SOUL,1.6,4,X,32,205
630,KIA_SOUL,1.6,4,X,31,207
631,KIA_SOUL,2.0,4,X,31,209
632,KIA_SOUL_ECO_Dynamics,2.0,4,X,32,202
633,KIA_SPORTAGE,2.4,4,X,28,230
634,KIA_SPORTAGE,2.4,4,X,25,260
635,KIA_SPORTAGE_AWD,2.0,4,X,25,262
636,KIA_SPORTAGE_AWD,2.4,4,X,26,246
637,LAMBORGHINI_AVENTADOR_COUPE,6.5,12,Z,15,421
638,LAMBORGHINI_GALLARDO_COUPE,5.2,10,Z,18,361
639,LAMBORGHINI_GALLARDO_COUPE,5.2,10,Z,16,400
640,LAND_ROVER_LR2,2.0,4,Z,24,274
641,LAND_ROVER_LR4,3.0,6,Z,19,334
642,LAND_ROVER_RANGE_ROVER_EVOQUE,2.0,4,Z,29,225
643,LAND_ROVER_RANGE_ROVER_EVOQUE_COUPE,2.0,4,Z,29,225
644,LAND_ROVER_RANGE_ROVER_LWB_V8_5.0_SC,5.0,8,Z,18,354
645,LAND_ROVER_RANGE_ROVER_LWB_V8_5.0_SC_FFV,5.0,8,Z,19,347
646,LAND_ROVER_RANGE_ROVER_LWB_V8_5.0_SC_FFV,5.0,8,E,13,342
647,LAND_ROVER_RANGE_ROVER_SPORT_V6_3.0_SC,3.0,6,Z,23,285
648,LAND_ROVER_RANGE_ROVER_SPORT_V6_3.0_SC_FFV,3.0,6,Z,23,285
649,LAND_ROVER_RANGE_ROVER_SPORT_V6_3.0_SC_FFV,3.0,6,E,16,278
650,LAND_ROVER_RANGE_ROVER_SPORT_V8_5.0_SC,5.0,8,Z,19,345
651,LAND_ROVER_RANGE_ROVER_SPORT_V8_5.0_SC_FFV,5.0,8,Z,19,338
652,LAND_ROVER_RANGE_ROVER_SPORT_V8_5.0_SC_FFV,5.0,8,E,14,331
653,LAND_ROVER_RANGE_ROVER_V6_3.0_SC,3.0,6,Z,23,283
654,LAND_ROVER_RANGE_ROVER_V6_3.0_SC_FFV,3.0,6,Z,23,283
655,LAND_ROVER_RANGE_ROVER_V6_3.0_SC_FFV,3.0,6,E,16,277
656,LAND_ROVER_RANGE_ROVER_V8_5.0_SC,5.0,8,Z,18,354
657,LAND_ROVER_RANGE_ROVER_V8_5.0_SC_FFV,5.0,8,Z,19,347
658,LAND_ROVER_RANGE_ROVER_V8_5.0_SC_FFV,5.0,8,E,13,342
659,LEXUS_CT_200h,1.8,4,X,50,129
660,LEXUS_ES_300h,2.5,4,X,47,138
661,LEXUS_ES_350,3.5,6,X,29,221
662,LEXUS_GS_350,3.5,6,Z,27,239
663,LEXUS_GS_350_AWD,3.5,6,Z,26,253
664,LEXUS_GS_450h,3.5,6,Z,37,175
665,LEXUS_GX_460,4.6,8,Z,20,320
666,LEXUS_IS_250,2.5,6,Z,29,223
667,LEXUS_IS_250_AWD,2.5,6,Z,27,239
668,LEXUS_IS_250_C,2.5,6,Z,29,223
669,LEXUS_IS_350,3.5,6,Z,27,244
670,LEXUS_IS_350_AWD,3.5,6,Z,26,253
671,LEXUS_IS_350_C,3.5,6,Z,27,244
672,LEXUS_IS_F,5.0,8,Z,22,290
673,LEXUS_LS_460,4.6,8,Z,23,283
674,LEXUS_LS_460_AWD,4.6,8,Z,22,297
675,LEXUS_LS_460_L_AWD,4.6,8,Z,22,297
676,LEXUS_LS_600h_L,5.0,8,Z,25,262
677,LEXUS_LX_570,5.7,8,Z,17,380
678,LEXUS_RX_350_AWD,3.5,6,X,24,269
679,LEXUS_RX_350_AWD,3.5,6,X,25,255
680,LEXUS_RX_450h_AWD,3.5,6,Z,34,189
681,LINCOLN_MKS_AWD,3.5,6,X,24,271
682,LINCOLN_MKS_AWD,3.7,6,X,25,260
683,LINCOLN_MKT_AWD,3.5,6,X,22,294
684,LINCOLN_MKT_LIVERY,2.0,4,X,28,235
685,LINCOLN_MKT_LIVERY_AWD,3.7,6,X,23,281
686,LINCOLN_MKX_AWD,3.7,6,X,23,281
687,LINCOLN_MKZ,2.0,4,X,31,207
688,LINCOLN_MKZ_AWD,3.7,6,X,25,262
689,LINCOLN_MKZ_HYBRID,2.0,4,X,45,145
690,LINCOLN_NAVIGATOR_4X4_FFV,5.4,8,X,18,368
691,LINCOLN_NAVIGATOR_4X4_FFV,5.4,8,E,13,346
692,MASERATI_GHIBLI,3.0,6,Z,22,292
693,MASERATI_GHIBLI_AWD,3.0,6,Z,22,292
694,MASERATI_GRANTURISMO,4.7,8,Z,19,347
695,MASERATI_GRANTURISMO_CONVERTIBLE,4.7,8,Z,18,352
696,MASERATI_QUATTROPORTE_GTS,3.8,8,Z,19,334
697,MASERATI_QUATTROPORTE_SQ4,3.0,6,Z,22,301
698,MAZDA_CX-5,2.0,4,X,34,189
699,MAZDA_CX-5,2.0,4,X,35,184
700,MAZDA_CX-5,2.5,4,X,33,198
701,MAZDA_CX-5_4WD,2.0,4,X,33,196
702,MAZDA_CX-5_4WD,2.5,4,X,32,205
703,MAZDA_CX-9,3.7,6,X,23,283
704,MAZDA_CX-9_4WD,3.7,6,X,22,290
705,MAZDA_MAZDA2,1.5,4,X,37,177
706,MAZDA_MAZDA2,1.5,4,X,38,170
707,MAZDA_MAZDA3_4-DOOR,2.0,4,X,41,159
708,MAZDA_MAZDA3_4-DOOR,2.0,4,X,40,161
709,MAZDA_MAZDA3_4-DOOR,2.5,4,X,38,170
710,MAZDA_MAZDA3_4-DOOR_(i-ELOOP),2.5,4,X,39,168
711,MAZDA_MAZDA3_4-DOOR_(SIL),2.0,4,X,40,161
712,MAZDA_MAZDA3_5-DOOR,2.0,4,X,40,163
713,MAZDA_MAZDA3_5-DOOR,2.0,4,X,39,166
714,MAZDA_MAZDA3_5-DOOR,2.5,4,X,37,177
715,MAZDA_MAZDA3_5-DOOR_(i-ELOOP),2.5,4,X,39,168
716,MAZDA_MAZDA3_5-DOOR_(SIL),2.0,4,X,39,166
717,MAZDA_MAZDA5,2.5,4,X,29,223
718,MAZDA_MAZDA5,2.5,4,X,29,225
719,MAZDA_MAZDA6,2.5,4,X,37,175
720,MAZDA_MAZDA6,2.5,4,X,35,186
721,MAZDA_MAZDA6_(i-ELOOP),2.5,4,X,39,168
722,MAZDA_MX-5,2.0,4,Z,28,235
723,MAZDA_MX-5,2.0,4,Z,29,221
724,MAZDA_MX-5,2.0,4,Z,29,228
725,MERCEDES-BENZ_B_250,2.0,4,Z,35,184
726,MERCEDES-BENZ_C_250,1.8,4,Z,30,216
727,MERCEDES-BENZ_C_250_COUPE,1.8,4,Z,30,216
728,MERCEDES-BENZ_C_300_4MATIC_FFV,3.5,6,Z,27,242
729,MERCEDES-BENZ_C_300_4MATIC_FFV,3.5,6,E,20,224
730,MERCEDES-BENZ_C_350,3.5,6,Z,27,242
731,MERCEDES-BENZ_C_350_4MATIC,3.5,6,Z,27,239
732,MERCEDES-BENZ_C_350_4MATIC_COUPE,3.5,6,Z,27,244
733,MERCEDES-BENZ_C_350_COUPE,3.5,6,Z,27,242
734,MERCEDES-BENZ_C_63_AMG,6.2,8,Z,19,347
735,MERCEDES-BENZ_C_63_AMG_COUPE,6.2,8,Z,18,352
736,MERCEDES-BENZ_CL_550_4MATIC,4.7,8,Z,21,304
737,MERCEDES-BENZ_CL_63_AMG,5.5,8,Z,21,308
738,MERCEDES-BENZ_CLA_250,2.0,4,Z,36,179
739,MERCEDES-BENZ_CLA_45_AMG_4MATIC,2.0,4,Z,31,212
740,MERCEDES-BENZ_CLS_550_4MATIC,4.7,8,Z,25,264
741,MERCEDES-BENZ_CLS_63_AMG_4MATIC,5.5,8,Z,22,301
742,MERCEDES-BENZ_CLS_63_AMG_S_4MATIC,5.5,8,Z,22,301
743,MERCEDES-BENZ_E_250_BLUETEC_4MATIC,2.1,4,D,39,194
744,MERCEDES-BENZ_E_300_4MATIC,3.5,6,Z,28,235
745,MERCEDES-BENZ_E_350_4MATIC,3.5,6,Z,28,230
746,MERCEDES-BENZ_E_350_4MATIC_COUPE,3.5,6,Z,27,239
747,MERCEDES-BENZ_E_350_4MATIC_WAGON,3.5,6,Z,27,242
748,MERCEDES-BENZ_E_350_CABRIOLET,3.5,6,Z,27,239
749,MERCEDES-BENZ_E_350_COUPE,3.5,6,Z,28,235
750,MERCEDES-BENZ_E_400_HYBRID,3.5,6,Z,32,202
751,MERCEDES-BENZ_E_550_4MATIC,4.7,8,Z,24,267
752,MERCEDES-BENZ_E_550_CABRIOLET,4.7,8,Z,24,269
753,MERCEDES-BENZ_E_550_COUPE,4.7,8,Z,25,262
754,MERCEDES-BENZ_E_63_AMG_4MATIC,5.5,8,Z,22,297
755,MERCEDES-BENZ_E_63_AMG_4MATIC_WAGON,5.5,8,Z,21,310
756,MERCEDES-BENZ_E_63_AMG_S_4MATIC,5.5,8,Z,22,297
757,MERCEDES-BENZ_E_63_AMG_S_4MATIC_WAGON,5.5,8,Z,21,310
758,MERCEDES-BENZ_G_550,5.5,8,Z,16,419
759,MERCEDES-BENZ_G_63_AMG,5.5,8,Z,16,407
760,MERCEDES-BENZ_GL_350_BLUETEC_4MATIC,3.0,6,D,24,324
761,MERCEDES-BENZ_GL_450_4MATIC,4.7,8,Z,19,350
762,MERCEDES-BENZ_GL_550_4MATIC,4.7,8,Z,18,359
763,MERCEDES-BENZ_GL_63_AMG,5.5,8,Z,18,363
764,MERCEDES-BENZ_GLK_250_BLUETEC_4MATIC,2.1,4,D,33,230
765,MERCEDES-BENZ_GLK_350_4MATIC,3.5,6,Z,25,260
766,MERCEDES-BENZ_ML_350_4MATIC_FFV,3.5,6,Z,23,278
767,MERCEDES-BENZ_ML_350_4MATIC_FFV,3.5,6,E,18,256
768,MERCEDES-BENZ_ML_350_BLUETEC_4MATIC,3.0,6,D,27,278
769,MERCEDES-BENZ_ML_550_4MATIC,4.7,8,Z,20,327
770,MERCEDES-BENZ_ML_63_AMG_4MATIC,5.5,8,Z,18,356
771,MERCEDES-BENZ_S_550_4MATIC_LWB,4.7,8,Z,23,278
772,MERCEDES-BENZ_S_550_4MATIC_SWB,4.7,8,Z,24,276
773,MERCEDES-BENZ_S_63_AMG_4MATIC,5.5,8,Z,21,304
774,MERCEDES-BENZ_SL_550,4.7,8,Z,24,269
775,MERCEDES-BENZ_SL_63_AMG,5.5,8,Z,22,292
776,MERCEDES-BENZ_SL_65_AMG,6.0,8,Z,20,327
777,MERCEDES-BENZ_SLK_250,1.8,4,Z,32,205
778,MERCEDES-BENZ_SLK_250,1.8,4,Z,31,207
779,MERCEDES-BENZ_SLK_350,3.5,6,Z,29,225
780,MERCEDES-BENZ_SLK_55_AMG,5.5,8,Z,26,246
781,MERCEDES-BENZ_SLS_AMG_BLACK_SERIES_COUPE,6.2,8,Z,17,380
782,MERCEDES-BENZ_SLS_AMG_GT_COUPE,6.2,8,Z,18,361
783,MERCEDES-BENZ_SLS_AMG_ROADSTER,6.2,8,Z,18,361
784,MINI_COOPER_CLUBMAN,1.6,4,Z,36,179
785,MINI_COOPER_CLUBMAN,1.6,4,Z,36,179
786,MINI_COOPER_CONVERTIBLE,1.6,4,Z,36,179
787,MINI_COOPER_CONVERTIBLE,1.6,4,Z,36,179
788,MINI_COOPER_COUNTRYMAN,1.6,4,Z,32,200
789,MINI_COOPER_COUNTRYMAN,1.6,4,Z,36,179
790,MINI_COOPER_COUPE,1.6,4,Z,37,175
791,MINI_COOPER_COUPE,1.6,4,Z,39,168
792,MINI_COOPER_PACEMAN,1.6,4,Z,32,200
793,MINI_COOPER_PACEMAN,1.6,4,Z,36,179
794,MINI_COOPER_ROADSTER,1.6,4,Z,36,179
795,MINI_COOPER_ROADSTER,1.6,4,Z,36,179
796,MINI_COOPER_S_CLUBMAN,1.6,4,Z,34,191
797,MINI_COOPER_S_CLUBMAN,1.6,4,Z,35,184
798,MINI_COOPER_S_CONVERTIBLE,1.6,4,Z,34,191
799,MINI_COOPER_S_CONVERTIBLE,1.6,4,Z,35,184
800,MINI_COOPER_S_COUNTRYMAN_ALL4,1.6,4,Z,31,207
801,MINI_COOPER_S_COUNTRYMAN_ALL4,1.6,4,Z,33,196
802,MINI_COOPER_S_COUPE,1.6,4,Z,34,191
803,MINI_COOPER_S_COUPE,1.6,4,Z,35,184
804,MINI_COOPER_S_PACEMAN_ALL4,1.6,4,Z,31,207
805,MINI_COOPER_S_PACEMAN_ALL4,1.6,4,Z,33,196
806,MINI_COOPER_S_ROADSTER,1.6,4,Z,34,191
807,MINI_COOPER_S_ROADSTER,1.6,4,Z,35,184
808,MINI_JOHN_COOPER_WORKS_CLUBMAN,1.6,4,Z,34,191
809,MINI_JOHN_COOPER_WORKS_CLUBMAN,1.6,4,Z,35,184
810,MINI_JOHN_COOPER_WORKS_CONVERTIBLE,1.6,4,Z,34,191
811,MINI_JOHN_COOPER_WORKS_CONVERTIBLE,1.6,4,Z,35,184
812,MINI_JOHN_COOPER_WORKS_COUNTRYMAN_ALL4,1.6,4,Z,31,207
813,MINI_JOHN_COOPER_WORKS_COUNTRYMAN_ALL4,1.6,4,Z,33,196
814,MINI_JOHN_COOPER_WORKS_COUPE,1.6,4,Z,34,191
815,MINI_JOHN_COOPER_WORKS_COUPE,1.6,4,Z,35,184
816,MINI_JOHN_COOPER_WORKS_PACEMAN_ALL4,1.6,4,Z,31,207
817,MINI_JOHN_COOPER_WORKS_PACEMAN_ALL4,1.6,4,Z,33,196
818,MINI_JOHN_COOPER_WORKS_ROADSTER,1.6,4,Z,34,191
819,MINI_JOHN_COOPER_WORKS_ROADSTER,1.6,4,Z,35,184
820,MITSUBISHI_LANCER,2.0,4,X,34,189
821,MITSUBISHI_LANCER,2.0,4,X,34,191
822,MITSUBISHI_LANCER_AWD,2.4,4,X,30,218
823,MITSUBISHI_LANCER_EVOLUTION,2.0,4,Z,23,288
824,MITSUBISHI_LANCER_EVOLUTION,2.0,4,Z,23,283
825,MITSUBISHI_LANCER_RALLIART,2.0,4,Z,24,267
826,MITSUBISHI_LANCER_SPORTBACK,2.0,4,X,33,198
827,MITSUBISHI_LANCER_SPORTBACK,2.0,4,X,33,198
828,MITSUBISHI_MIRAGE,1.2,3,X,47,138
829,MITSUBISHI_MIRAGE,1.2,3,X,44,147
830,MITSUBISHI_OUTLANDER,2.4,4,X,33,198
831,MITSUBISHI_OUTLANDER_4WD,2.4,4,X,31,209
832,MITSUBISHI_OUTLANDER_4WD,3.0,6,Z,28,235
833,MITSUBISHI_RVR,2.0,4,X,32,200
834,MITSUBISHI_RVR,2.0,4,X,32,202
835,MITSUBISHI_RVR_4WD,2.0,4,X,31,207
836,NISSAN_370Z,3.7,6,Z,26,253
837,NISSAN_370Z,3.7,6,Z,25,264
838,NISSAN_370Z_ROADSTER,3.7,6,Z,25,262
839,NISSAN_370Z_ROADSTER,3.7,6,Z,24,269
840,NISSAN_ALTIMA,2.5,4,X,37,175
841,NISSAN_ALTIMA,3.5,6,X,30,214
842,NISSAN_ARMADA_4WD,5.6,8,X,17,380
843,NISSAN_FRONTIER,2.5,4,X,23,283
844,NISSAN_FRONTIER,2.5,4,X,25,260
845,NISSAN_FRONTIER,4.0,6,X,22,292
846,NISSAN_FRONTIER_4WD,4.0,6,X,21,315
847,NISSAN_FRONTIER_4WD,4.0,6,X,22,301
848,NISSAN_GT-R,3.8,6,Z,22,297
849,NISSAN_JUKE,1.6,4,Z,35,186
850,NISSAN_JUKE,1.6,4,Z,33,198
851,NISSAN_JUKE_AWD,1.6,4,Z,32,200
852,NISSAN_MAXIMA,3.5,6,Z,26,251
853,NISSAN_MURANO_AWD,3.5,6,X,24,271
854,NISSAN_NV200_CARGO_VAN,2.0,4,X,30,214
855,NISSAN_PATHFINDER,3.5,6,X,27,244
856,NISSAN_PATHFINDER_4WD,3.5,6,X,26,253
857,NISSAN_PATHFINDER_HYBRID_4WD,2.5,4,X,32,202
858,NISSAN_QUEST,3.5,6,X,25,255
859,NISSAN_ROGUE,2.5,4,X,34,191
860,NISSAN_ROGUE_AWD,2.5,4,X,33,198
861,NISSAN_SENTRA,1.8,4,X,40,161
862,NISSAN_SENTRA,1.8,4,X,36,179
863,NISSAN_TITAN,5.6,8,X,18,359
864,NISSAN_TITAN_4WD,5.6,8,X,16,398
865,NISSAN_VERSA,1.6,4,X,43,152
866,NISSAN_VERSA,1.6,4,X,37,177
867,NISSAN_XTERRA_4WD,4.0,6,X,20,327
868,NISSAN_XTERRA_4WD,4.0,6,X,21,315
869,PORSCHE_911_CARRERA,3.4,6,Z,28,232
870,PORSCHE_911_CARRERA,3.4,6,Z,26,246
871,PORSCHE_911_CARRERA_4,3.4,6,Z,27,237
872,PORSCHE_911_CARRERA_4,3.4,6,Z,26,246
873,PORSCHE_911_CARRERA_4_CABRIOLET,3.4,6,Z,27,242
874,PORSCHE_911_CARRERA_4_CABRIOLET,3.4,6,Z,26,253
875,PORSCHE_911_CARRERA_4S,3.8,6,Z,26,248
876,PORSCHE_911_CARRERA_4S,3.8,6,Z,26,253
877,PORSCHE_911_CARRERA_4S_CABRIOLET,3.8,6,Z,26,253
878,PORSCHE_911_CARRERA_4S_CABRIOLET,3.8,6,Z,25,258
879,PORSCHE_911_CARRERA_CABRIOLET,3.4,6,Z,28,232
880,PORSCHE_911_CARRERA_CABRIOLET,3.4,6,Z,26,246
881,PORSCHE_911_CARRERA_S,3.8,6,Z,27,244
882,PORSCHE_911_CARRERA_S,3.8,6,Z,26,248
883,PORSCHE_911_CARRERA_S_CABRIOLET,3.8,6,Z,26,246
884,PORSCHE_911_CARRERA_S_CABRIOLET,3.8,6,Z,26,251
885,PORSCHE_911_GT3,3.8,6,Z,20,322
